,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
20256,Moldova,01/05/2020,3897,126,119,8,966.048,31.235,29.5,1.983,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20257,Moldova,02/05/2020,3980,83,122,3,986.623,20.575,30.243,0.744,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20258,Moldova,03/05/2020,4052,72,124,2,1004.471,17.848,30.739,0.496,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20259,Moldova,04/05/2020,4121,69,125,1,1021.576,17.105,30.987,0.248,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20260,Moldova,05/05/2020,4248,127,132,7,1053.059,31.483,32.722,1.735,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20261,Moldova,06/05/2020,4363,115,136,4,1081.567,28.508,33.714,0.992,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20262,Moldova,07/05/2020,4476,113,143,7,1109.579,28.012,35.449,1.735,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20263,Moldova,08/05/2020,4605,129,145,2,1141.557,31.978,35.945,0.496,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20264,Moldova,09/05/2020,4728,123,152,7,1172.048,30.491,37.68,1.735,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20265,Moldova,10/05/2020,4867,139,161,9,1206.506,34.457,39.911,2.231,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20266,Moldova,11/05/2020,4927,60,169,8,1221.38,14.874,41.894,1.983,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20267,Moldova,12/05/2020,4995,68,175,6,1238.236,16.857,43.382,1.487,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20268,Moldova,13/05/2020,5154,159,182,7,1277.652,39.415,45.117,1.735,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20269,Moldova,14/05/2020,5406,252,185,3,1340.121,62.47,45.861,0.744,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20270,Moldova,15/05/2020,5553,147,194,9,1376.562,36.441,48.092,2.231,,,,,,,,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20271,Moldova,16/05/2020,5745,192,197,3,1424.158,47.596,48.835,0.744,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20272,Moldova,17/05/2020,5934,189,207,10,1471.01,46.852,51.314,2.479,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20273,Moldova,18/05/2020,6060,126,211,4,1502.245,31.235,52.306,0.992,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20274,Moldova,19/05/2020,6138,78,215,4,1521.581,19.336,53.297,0.992,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20275,Moldova,20/05/2020,6340,202,221,6,1571.655,50.075,54.785,1.487,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20276,Moldova,21/05/2020,6553,213,228,7,1624.457,52.802,56.52,1.735,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20277,Moldova,22/05/2020,6704,151,233,5,1661.889,37.432,57.76,1.239,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20278,Moldova,23/05/2020,6847,143,237,4,1697.338,35.449,58.751,0.992,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20279,Moldova,24/05/2020,6994,147,242,5,1733.779,36.441,59.991,1.239,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20280,Moldova,25/05/2020,7093,99,250,8,1758.321,24.542,61.974,1.983,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20281,Moldova,26/05/2020,7147,54,261,11,1771.707,13.386,64.701,2.727,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20282,Moldova,27/05/2020,7305,158,267,6,1810.874,39.167,66.188,1.487,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20283,Moldova,28/05/2020,7537,232,274,7,1868.386,57.512,67.923,1.735,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20284,Moldova,29/05/2020,7725,188,282,8,1914.99,46.604,69.906,1.983,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20285,Moldova,30/05/2020,7896,171,288,6,1957.38,42.39,71.394,1.487,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20286,Moldova,31/05/2020,8098,202,291,3,2007.455,50.075,72.137,0.744,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20287,Moldova,01/06/2020,8251,153,295,4,2045.383,37.928,73.129,0.992,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20288,Moldova,02/06/2020,8360,109,307,12,2072.404,27.021,76.104,2.975,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20289,Moldova,03/06/2020,8548,188,307,0,2119.008,46.604,76.104,0,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20290,Moldova,04/06/2020,8795,247,310,3,2180.238,61.23,76.848,0.744,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20291,Moldova,05/06/2020,9018,223,315,5,2235.519,55.281,78.087,1.239,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20292,Moldova,06/06/2020,9247,229,323,8,2292.287,56.768,80.07,1.983,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20293,Moldova,07/06/2020,9511,264,331,8,2357.731,65.444,82.053,1.983,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20294,Moldova,08/06/2020,9700,189,341,10,2404.583,46.852,84.532,2.479,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20295,Moldova,09/06/2020,9807,107,353,12,2431.108,26.525,87.507,2.975,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20296,Moldova,10/06/2020,10025,218,365,12,2485.149,54.041,90.482,2.975,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20297,Moldova,11/06/2020,10321,296,371,6,2558.526,73.377,91.969,1.487,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20298,Moldova,12/06/2020,10727,406,375,4,2659.172,100.645,92.961,0.992,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20299,Moldova,13/06/2020,11093,366,385,10,2749.901,90.73,95.44,2.479,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20300,Moldova,14/06/2020,11459,366,398,13,2840.631,90.73,98.662,3.223,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20301,Moldova,15/06/2020,11740,281,406,8,2910.289,69.659,100.645,1.983,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20302,Moldova,16/06/2020,11879,139,411,5,2944.747,34.457,101.885,1.239,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20303,Moldova,17/06/2020,12254,375,423,12,3037.708,92.961,104.86,2.975,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20304,Moldova,18/06/2020,12732,478,433,10,3156.201,118.494,107.339,2.479,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20305,Moldova,19/06/2020,13106,374,444,11,3248.914,92.713,110.065,2.727,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20306,Moldova,20/06/2020,13556,450,450,6,3360.467,111.553,111.553,1.487,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20307,Moldova,21/06/2020,13953,397,464,14,3458.882,98.414,115.023,3.471,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20308,Moldova,22/06/2020,14200,247,473,9,3520.112,61.23,117.254,2.231,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20309,Moldova,23/06/2020,14363,163,480,7,3560.519,40.407,118.99,1.735,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20310,Moldova,24/06/2020,14714,351,490,10,3647.53,87.011,121.469,2.479,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20311,Moldova,25/06/2020,15078,364,495,5,3737.764,90.234,122.708,1.239,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20312,Moldova,26/06/2020,15453,375,502,7,3830.724,92.961,124.443,1.735,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20313,Moldova,27/06/2020,15776,323,515,13,3910.794,80.07,127.666,3.223,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20314,Moldova,28/06/2020,16080,304,521,6,3986.155,75.36,129.153,1.487,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20315,Moldova,29/06/2020,16250,170,530,9,4028.297,42.142,131.384,2.231,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20316,Moldova,30/06/2020,16357,107,536,6,4054.822,26.525,132.872,1.487,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20317,Moldova,01/07/2020,16613,256,545,9,4118.283,63.461,135.103,2.231,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20318,Moldova,02/07/2020,16898,285,549,4,4188.933,70.65,136.094,0.992,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20319,Moldova,03/07/2020,17150,252,560,11,4251.402,62.47,138.821,2.727,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20320,Moldova,04/07/2020,17445,295,572,12,4324.531,73.129,141.796,2.975,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20321,Moldova,05/07/2020,17672,227,580,8,4380.804,56.272,143.779,1.983,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20322,Moldova,06/07/2020,17814,142,585,5,4416.005,35.201,145.019,1.239,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20323,Moldova,07/07/2020,17906,92,595,10,4438.811,22.806,147.498,2.479,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20324,Moldova,08/07/2020,18141,235,603,8,4497.067,58.255,149.481,1.983,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20325,Moldova,09/07/2020,18471,330,614,11,4578.872,81.805,152.208,2.727,,,,,,,,80.56,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20326,Moldova,10/07/2020,18666,195,624,10,4627.212,48.34,154.687,2.479,,,,,,,,77.78,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20327,Moldova,11/07/2020,18924,258,635,11,4691.168,63.957,157.413,2.727,,,,,,,,77.78,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20328,Moldova,12/07/2020,19208,284,640,5,4761.571,70.402,158.653,1.239,,,,,,,,77.78,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20329,Moldova,13/07/2020,19382,174,642,2,4804.704,43.134,159.149,0.496,,,,,,,,77.78,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20330,Moldova,14/07/2020,19439,57,649,7,4818.834,14.13,160.884,1.735,,,,,,,,77.78,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20331,Moldova,15/07/2020,19708,269,658,9,4885.518,66.684,163.115,2.231,,,,,,,,77.78,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20332,Moldova,16/07/2020,20040,332,659,1,4967.819,82.301,163.363,0.248,,,,,,,,77.78,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20333,Moldova,17/07/2020,20264,224,666,7,5023.348,55.529,165.098,1.735,,,,,,,,57.41,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20334,Moldova,18/07/2020,20494,230,675,9,5080.364,57.016,167.329,2.231,,,,,,,,57.41,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20335,Moldova,19/07/2020,20794,300,680,5,5154.732,74.369,168.569,1.239,,,,,,,,57.41,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20336,Moldova,20/07/2020,20980,186,684,4,5200.841,46.109,169.56,0.992,,,,,,,,57.41,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20337,Moldova,21/07/2020,21115,135,695,11,5234.307,33.466,172.287,2.727,,,,,,,,57.41,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20338,Moldova,22/07/2020,21442,327,707,12,5315.369,81.062,175.262,2.975,,,,,,,,57.41,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20339,Moldova,23/07/2020,21798,356,712,5,5403.619,88.251,176.501,1.239,,,,,,,,57.41,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20340,Moldova,24/07/2020,22105,307,719,7,5479.723,76.104,178.237,1.735,,,,,,,,57.41,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20341,Moldova,25/07/2020,22483,378,726,7,5573.427,93.704,179.972,1.735,,,,,,,,57.41,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20342,Moldova,26/07/2020,22828,345,732,6,5658.951,85.524,181.459,1.487,,,,,,,,57.41,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20343,Moldova,27/07/2020,23034,206,735,3,5710.018,51.066,182.203,0.744,,,,,,,,57.41,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20344,Moldova,28/07/2020,23154,120,748,13,5739.765,29.747,185.426,3.223,,,,,,,,,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20345,Moldova,29/07/2020,23521,367,753,5,5830.743,90.978,186.665,1.239,,,,,,,,,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20346,Moldova,30/07/2020,23947,426,759,6,5936.346,105.603,188.152,1.487,,,,,,,,,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20347,Moldova,31/07/2020,23947,0,771,12,5936.346,0,191.127,2.975,,,,,,,,,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9
20473,Monaco,16/05/2020,96,0,5,1,2446.234,0,127.408,25.482,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20474,Monaco,17/05/2020,96,0,5,0,2446.234,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20475,Monaco,18/05/2020,96,0,5,0,2446.234,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20476,Monaco,19/05/2020,97,1,5,0,2471.715,25.482,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20477,Monaco,20/05/2020,97,0,5,0,2471.715,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20478,Monaco,21/05/2020,97,0,5,0,2471.715,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20479,Monaco,22/05/2020,97,0,5,0,2471.715,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20480,Monaco,23/05/2020,97,0,5,0,2471.715,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20481,Monaco,24/05/2020,98,1,5,0,2497.197,25.482,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20482,Monaco,25/05/2020,98,0,5,0,2497.197,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20483,Monaco,26/05/2020,98,0,5,0,2497.197,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20484,Monaco,27/05/2020,98,0,5,0,2497.197,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20485,Monaco,28/05/2020,98,0,5,0,2497.197,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20486,Monaco,29/05/2020,98,0,5,0,2497.197,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20487,Monaco,30/05/2020,98,0,5,0,2497.197,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20488,Monaco,31/05/2020,99,1,5,0,2522.679,25.482,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20489,Monaco,01/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20490,Monaco,02/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20491,Monaco,03/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20492,Monaco,04/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20493,Monaco,05/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20494,Monaco,06/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20495,Monaco,07/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20496,Monaco,08/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20497,Monaco,09/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20498,Monaco,10/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20499,Monaco,11/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20500,Monaco,12/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20501,Monaco,13/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20502,Monaco,14/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20503,Monaco,15/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20504,Monaco,16/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20505,Monaco,17/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20506,Monaco,18/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20507,Monaco,19/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20508,Monaco,20/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20509,Monaco,21/06/2020,99,0,5,0,2522.679,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20510,Monaco,22/06/2020,100,1,5,0,2548.16,25.482,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20511,Monaco,23/06/2020,101,1,5,0,2573.642,25.482,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20512,Monaco,24/06/2020,101,0,5,0,2573.642,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20513,Monaco,25/06/2020,102,1,5,0,2599.123,25.482,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20514,Monaco,26/06/2020,102,0,5,0,2599.123,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20515,Monaco,27/06/2020,102,0,5,0,2599.123,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20516,Monaco,28/06/2020,103,1,5,0,2624.605,25.482,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20517,Monaco,29/06/2020,103,0,5,0,2624.605,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20518,Monaco,30/06/2020,103,0,5,0,2624.605,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20519,Monaco,01/07/2020,103,0,5,0,2624.605,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20520,Monaco,02/07/2020,103,0,5,0,2624.605,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20521,Monaco,03/07/2020,106,3,5,0,2701.05,76.445,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20522,Monaco,04/07/2020,106,0,5,0,2701.05,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
20523,Monaco,05/07/2020,106,0,5,0,2701.05,0,127.408,0,,,,,,,,,39244,19347.5,,,,,,,5.46,,,,13.8,86.75
